Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform,Year
LAKE,KARNATAKA,23,31,0.9,3.5,6.3,7.3,625,3400,8,72,1.5,22,460,14000,5400,160000,2019
LAKE,KARNATAKA,22,31,0.5,5.6,6.3,7.3,802,2182,9,68,0.8,11,460,1700000,3500,16000000,2019
LAKE,KARNATAKA,22,31,0.5,5.5,6.5,8.0,392,1840,3,75,2.7,20,2800,4600000,16000,35000000,2019
LAKE,KARNATAKA,28,28,5.7,5.7,7.8,7.8,484,484,3,3,2.88,2.88,1400,1400,9200,9200,2019
LAKE,KARNATAKA,28,28,2.8,2.8,7.8,7.8,805,805,8.4,8.4,1.31,1.31,8400,8400,92000,92000,2019
LAKE,KARNATAKA,28,28,4.5,4.5,7.5,7.5,985,985,7.3,7.3,1.4,1.4,4600,4600,35000,35000,2019
LAKE,KARNATAKA,28,28,4,4,7.7,7.7,399,399,18,18,2,2,7000,7000,54000,54000,2019
TANK,KARNATAKA,22,32,6.8,7.2,7.5,9.0,286,462,2.1,6,0,1.13,36,540,148,1700,2019
TANK,KARNATAKA,26,31,6.8,8.8,8.7,9.6,498,5306,16,90,0.13,0.33,13000,22000,35000,54000,2019
TANK,KARNATAKA,22,32,5.6,7.4,6.9,8.4,290,678,2.3,8,0,15,46,8400,138,54000,2019
TANK,KARNATAKA,28,30,6.2,6.7,6.8,8.0,140,188,3,3,0.1,1.32,11,22,14,40,2019
TANK,KARNATAKA,19,30,4,7,7.4,8.8,445,767,3,8.6,0.49,2.46,790,1400,4000,7000,2019
TANK,KARNATAKA,28,30,1.2,5.1,6.8,8.2,553,1398,5,35,1.07,11,460,14000000,3500,92000000,2019
TANK,KARNATAKA,26,30,4,8,7,8.3,355,691,3,7,0.72,16,630,70000,5400,540000,2019
TANK,KARNATAKA,26,29,1.5,8.2,7.1,8.6,411,566,3,17,0,44,630,140000,5400,920000,2019
TANK,KARNATAKA,23,29,1.5,5.9,6.3,8.2,446,1422,4,32,1.3,31,9400,170000,92000,1600000,2019
TANK,KARNATAKA,22,32,4.2,8.3,6.4,7.4,225,515,3,13,0.13,2,3300,94000,35000,920000,2019
TANK,KARNATAKA,22,32,0.5,7.2,6.6,8.6,351,960,0.6,60,0.5,15.8,940,94000,5400,540000,2019
TANK,KARNATAKA,22,32,0.5,5.8,6.5,9.3,332,1637,3,165,0.8,19.44,4700,120000,35000,920000,2019
TANK,KARNATAKA,20,32,0.5,6,6.6,7.7,1086,4190,7,66,2,31,630,490000,9200,5400000,2019
TANK,KARNATAKA,21,29,2.1,6,6.6,7.6,703,1546,4,47,1,75,1200,170000,9200,920000,2019
TANK,KARNATAKA,26,30,2.7,5.2,7.3,7.8,1014,2260,4,19,2,5,480,140000,3500,920000,2019
TANK,KARNATAKA,22,32,4.3,6.8,6.5,7.4,631,1845,5,14,1.3,55.2,460,110000,5400,920000,2019
TANK,KARNATAKA,22,32,0.3,6.9,6.5,8.5,285,1400,2,38,0.3,18,380,94000,3500,540000,2019
TANK,KARNATAKA,25,29,2.5,4.8,6.8,8.1,728,1827,4.8,15,1.6,9,2800,110000,16000,920000,2019
TANK,KARNATAKA,23,26,5.1,6.7,6.7,7.2,727,1736,3,7,1.6,2.94,700,1400,5400,9200,2019
TANK,KARNATAKA,24,36,3,7.3,6.5,7.4,480,854,3,17,0.48,10,630,84000,3500,920000,2019
TANK,KARNATAKA,25,35,0.6,6.8,7,8.3,516,1432,3,36,0.56,5,580,1500000,9200,1600000,2019
TANK,KARNATAKA,25,35,0.5,6,6.6,8.0,512,1362,6,35,0,4,940,220000,5400,1600000,2019
TANK,KARNATAKA,24,28,1.8,6.8,6.2,7.4,315,1139,3,39,0.04,7,700,70000,5400,540000,2019
TANK,KARNATAKA,23.7,34.6,3.2,7.2,6.5,7.2,358,694,3,10,0.1,4.56,940,220000,9200,1600000,2019
TANK,KARNATAKA,21.4,30.6,0.3,6.2,6.8,7.7,712,1583,4,145,0.7,20,4300,17000000,35000,92000000,2019
TANK,KARNATAKA,25,28,1.6,5.2,6.9,7.5,708,1608,6,18,0.7,6,1400,94000,9200,5400000,2019
TANK,KARNATAKA,25,29,4,8,6.7,8.8,175,1637,3,15,0.72,19,1100,28000,9200,920000,2019
TANK,KARNATAKA,22.3,33.8,2.6,6.7,6.3,8.1,460,1114,4,38,0.9,13,4700,460000,35000,3500000,2019
TANK,KARNATAKA,22.8,34,3.8,6.9,6.6,8.2,410,638,3,27,0.4,9,630,170000,5400,920000,2019
TANK,KARNATAKA,24,27,4.8,6,6.8,7.2,627,1090,3,7,1.2,3,1700,46000,16000,540000,2019
TANK,KARNATAKA,26,27,2.3,6,6.5,7.6,286,1827,3,13,3.4,9.5,12000,94000,92000,540000,2019
TANK,KARNATAKA,22,29,5,7.8,6.5,7.6,164,550,3,14,0.02,4.16,630,170000,5400,1600000,2019
TANK,KARNATAKA,23,30,0.8,8,6.6,7.3,437,1631,3,16,0.61,30,2600,170000,35000,1600000,2019
TANK,KARNATAKA,22,30,0.5,6.9,6.4,7.4,560,1885,3,15.96,0.85,34,940,220000,5400,1600000,2019
TANK,KARNATAKA,19,35,4.9,7.3,6.7,7.7,190,580,2,10,0.1,4.48,410,63000,3500,540000,2019
TANK,KARNATAKA,26,28,5,5.6,7,7.6,340,470,2,3,0.1,0.2,320,460,2800,4000,2019
TANK,KARNATAKA,24,28,1.9,4.4,7.9,8.8,980,8900,4,34,0.3,1.2,240,700,3300,6300,2019
TANK,KARNATAKA,24,26,4.6,5.4,8,8.2,410,470,3,3,0.2,0.2,320,610,2800,4000,2019
TANK,KARNATAKA,24,28,1.2,4.2,7.2,7.7,610,1310,4,7,0.2,0.8,920,3300,9200,35000,2019
TANK,KARNATAKA,25,28,5,6.2,7.1,8.1,350,890,2,3,0.1,0.3,390,1400,3500,11000,2019
TANK,KARNATAKA,25,28,5,8.3,8.3,9.9,460,1800,4,8,0.2,0.5,220,630,2200,5400,2019
TANK,KARNATAKA,23,25,4.6,5.6,7.7,8.1,260,420,2,3,0.1,0.2,93,340,1100,2200,2019
TANK,KARNATAKA,24,26,4.8,5.6,7.7,8.2,450,640,2,3,0.1,0.2,110,450,1300,3500,2019
TANK,KARNATAKA,24,25,4.1,4.6,7.8,8.0,390,530,2,3,0.1,0.2,240,680,2200,4000,2019
TANK,KARNATAKA,24,26,4.4,5.8,7.8,8.2,470,700,2,3,0.2,0.3,120,470,2100,4300,2019
TANK,KARNATAKA,24,28,4.5,5.2,7.8,8.2,250,470,2,3,0.1,0.1,170,260,1200,3200,2019
TANK,KARNATAKA,24,27,4.7,6.6,7.9,8.4,460,720,2,3,0.1,0.3,140,450,1700,3500,2019
TANK,KARNATAKA,24,28,5.7,6.8,7.8,8.2,340,470,2,3,0.1,0.4,170,460,2100,4300,2019
TANK,KARNATAKA,25,28,5,6.6,7.4,8.2,350,580,2,3,0.1,0.3,110,330,1500,4300,2019
TANK,KARNATAKA,25,28,4.4,4.8,7.7,7.8,180,340,2,2.2,0.1,0.1,130,320,920,1700,2019
TANK,KARNATAKA,25,28,4.9,7,7.5,8.2,340,470,2,3,0.1,0.2,120,270,1700,2800,2019
TANK,KARNATAKA,25,27,4.9,5.6,7.6,7.8,210,410,2,3,0.1,0.2,70,220,920,1700,2019
TANK,KARNATAKA,24,27,3.4,5.5,7.6,8.2,440,1310,2,4,0.1,0.8,170,780,2100,5400,2019
TANK,KARNATAKA,24,27,5,5.3,7.4,7.9,180,320,2,3,0.1,0.2,94,210,920,1700,2019
TANK,KARNATAKA,25,26,4.6,5,6.8,7.6,200,260,2,2,0.1,0.2,92,390,940,2200,2019
TANK,KARNATAKA,24,27,5.2,6.1,7.4,7.6,210,260,2,2,0.1,0.2,140,390,1300,2200,2019
TANK,KARNATAKA,27,30,0,7.8,8.4,8.8,1202,2351,7,16,0,0.14,790,1700,2400,5400,2019
TANK,KARNATAKA,21,34,0,11.1,6.7,8.7,264,889,4,14.5,0,38.6,900,1800,1600,3200,2019
TANK,KARNATAKA,21,30,3,11,8,10.2,581,7540,1.3,22,0,59.3,280,1800,1600,3200,2019
TANK,KARNATAKA,23,26,4.2,5.9,7.2,8.3,880,1720,7.2,28,1.13,2.2,130,900,849,1800,2019
TANK,KARNATAKA,23,26,7.1,7.3,7.3,8.4,310,1430,3.2,3.8,0.43,0.88,50,900,275,1800,2019
TANK,KARNATAKA,23,26,7.2,7.6,7.2,8.4,210,624,2.4,2.9,0.19,0.41,13,225,45,1600,2019
TANK,KARNATAKA,23,25,6.6,6.9,7.2,8.2,340,1065,3.3,3.9,0.29,1.1,35,225,170,550,2019
TANK,KARNATAKA,23,25,6.4,7.2,7.4,8.4,630,1160,0.8,3.8,0.52,0.86,25,900,140,1800,2019
TANK,KARNATAKA,23,25,6.1,6.8,7.2,7.9,670,1187,3.8,5.4,0.72,1.4,35,900,197,1800,2019
TANK,KARNATAKA,23,26,6.6,7.2,7.1,8.3,410,1620,3.6,4.5,0.47,1.11,35,900,1405,1800,2019
TANK,KARNATAKA,26,31,6.5,7.3,6.9,7.8,12,226,2.1,3.5,BDL,0.36,170,500,500,900,2019
TANK,KARNATAKA,26,31,5.3,7.4,7.4,8.1,150,370,2.4,3.5,0,0.3,220,900,500,2200,2019
TANK,KARNATAKA,26,31,4.8,7.2,6.7,8.2,200,917,2.4,25,BDL,3,5000,50000,7000,70000,2019
TANK,KARNATAKA,26,30,6.3,7.5,6.9,8.4,171,640,2.6,3,0,0.42,500,1400,900,2800,2019
TANK,KARNATAKA,26,28,5.9,6.9,6.6,8.1,200,244,2.4,7,0,0.72,500,1700,2200,16000,2019
TANK,KARNATAKA,26,31,4.3,6.3,6.8,8.3,1040,1350,18,94,0.3,6.35,22000,170000,5000,350000,2019
TANK,KARNATAKA,28,29,4,5.9,7.2,8.3,256,900,5,5,0,3,1700,4000,3500,6000,2019
TANK,KARNATAKA,24,27,6.9,7.8,6.8,7.4,109,596,2.3,2.6,0.16,0.56,17,350,140,700,2019
TANK,KARNATAKA,26,26,2.8,8.2,7.1,8.1,902,1355,5,9,1.8,4,330,9400,3500,92000,2019
TANK,KARNATAKA,26,26,3.2,8.1,6.9,8.3,713,1298,4,13,1.7,4.4,340,120000,3500,920000,2019
TANK,KARNATAKA,25,29,1.8,7.4,6,8.2,170,432,BDL,20,0.74,5,84,94000,920,920000,2019
TANK,KARNATAKA,23,31,0.5,3,6.4,7.5,740,1577,32,92,3.4,12,7000,1500000,54000,16000000,2019
TANK,KARNATAKA,22,30,4.3,6.2,6.9,8.2,640,2020,3,38,0.77,9.7,1700,70000,16000,540000,2019
TANK,KARNATAKA,21,25,0.5,4.8,6.6,7.6,1508,2374,5,75,3.83,40,460,280000,3500,1600000,2019
TANK,KARNATAKA,20,25,0.6,6.6,6.5,7.6,1115,1718,5,16,7,9.9,7000,63000,54000,350000,2019
TANK,KARNATAKA,20,25,1.6,5.5,6.6,7.6,1500,2014,4,18,7,16,700,79000,5400,920000,2019
LAKE,KERALA,28,37,0.1,7.2,6.4,7.9,255,662,1.6,7.2,0,0.1,180,1500,430,2500,2019
LAKE,KERALA,18,22,6.2,7.4,6,7.2,114,132,1.2,2,0.44,0.7,40,200,170,430,2019
LAKE,KERALA,19,25,3.4,5.6,7.5,8.1,18120,19350,1.4,4,0.98,2.9,260,680,480,920,2019
LAKE,KERALA,19,23,5.4,6.6,7.4,8.0,12260,13980,1.4,2.2,0.79,1.6,100,200,220,410,2019
LAKE,KERALA,25,32,2.5,8.4,6.8,8.0,1200,44000,0.8,3.6,0,2.31,430,140000,840,310000,2019
LAKE,KERALA,23,31,6.2,7.9,6.8,7.9,41,60,0.1,0.9,0.02,0.07,2,790,2,1100,2019
LAKE,KERALA,27,30,4.4,7.2,3.9,7.8,504,27500,0.2,2,0,1.38,220,2100,480,3400,2019
LAKE,KERALA,26,30,1.1,6.9,7.5,8.2,6458,65248,0.5,5.2,0.03,0.98,2,1800,20,2700,2019
LAKE,KERALA,26,32,2.9,7.7,6.8,7.6,506,5248,2.1,3.9,0.07,0.92,2,600,10,1100,2019
LAKE,KERALA,24,34,5.1,9,6.7,7.9,19,43,0.3,2.6,0.1,0.13,2,40,18,102,2019
LAKE,KERALA,26,31,6.1,7.9,6.8,7.5,713,9120,0.9,3.9,0.04,0.19,2,180,10,310,2019
LAKE,KERALA,23,32,6.3,8.1,6.7,8.0,36,92,0.1,1.2,0,0.14,5,160,40,500,2019
LAKE,KERALA,24,32,6.2,7.8,6.8,7.6,82,130,0.6,2.8,0,2,2,490,2,700,2019
LAKE,KERALA,25,29,6.6,9.3,6.7,7.6,21,47,0.2,2.7,0,1.32,58,2500,110,4600,2019
LAKE,KERALA,25,30,6.4,9.2,6.8,8.0,19,37,0.2,3,0,0.21,4,250,10,320,2019
LAKE,KERALA,28,35,0.1,6.2,5.8,7.5,120,225,0.4,6.4,0,0.1,100,940,400,2000,2019
POND,KERALA,28,36,0.1,6.6,6.1,8.2,180,385,1.4,75,0,0.2,100,700,200,2600,2019
POND,KERALA,27,33,6.6,9.8,7,8.1,50,100,0,1,0.01,0.5,10,600,49,700,2019
LAKE,MADHYA PRADESH,19,30,7.4,8.2,7.6,8.3,279,312,1.3,2.6,3,5.59,2,2,140,210,2019
LAKE,MADHYA PRADESH,19,29,6.4,7.9,7.7,8.3,340,396,5.2,8,5.35,16.63,70,240,920,1600,2019
LAKE,MADHYA PRADESH,25,29,8.1,8.4,7.4,8.1,248,384,1.3,1.4,0,2.29,2,2,150,1600,2019
LAKE,MADHYA PRADESH,16.5,30.6,7.4,8.3,7.1,8.3,217,435,1.1,1.8,0.2,1.34,2,12,BDL,40,2019
LAKE,MADHYA PRADESH,12,36,5,7.8,7.1,8.7,320,1155,1.8,2.9,0.6,1.22,2,6,48,110,2019
LAKE,MADHYA PRADESH,17,28,5.9,8,7.4,8.6,291,1451,1,2.1,0.62,1.95,2,2,43,96,2019
LAKE,MADHYA PRADESH,17,28,6.3,8,7.9,8.7,267,551,1.3,2.4,0,4.39,2,2,58,170,2019
LAKE,MADHYA PRADESH,17,28,5,8.4,7.6,8.6,341,884,1.1,2.6,0.26,1.9,2,2,39,120,2019
LAKE,MADHYA PRADESH,18,28,6.2,7.8,7.1,8.8,220,450,1,1.4,0.01,1.16,2,2,7,70,2019
LAKE,MADHYA PRADESH,20.5,32,6.2,7.4,7.1,7.8,270,399,0.9,1.5,0.12,0.41,2,2,BDL,47,2019
LAKE,MADHYA PRADESH,18,28,6.3,8.2,7.8,8.4,278,548,1.7,14,1.57,35.96,2,240,70,2600,2019
LAKE,MADHYA PRADESH,19,31,7.1,8.4,7.7,8.6,264,294,2.1,2.9,4.37,5.84,2,2,70,280,2019
LAKE,MADHYA PRADESH,17,33,7.4,8.4,7.6,8.5,268,293,2,2.7,3.58,4.58,2,2,120,220,2019
LAKE,MADHYA PRADESH,18,33,7.6,8.2,7.8,8.3,244,298,1.3,2.9,3.65,7.7,2,2,140,240,2019
LAKE,MADHYA PRADESH,17,29,6.4,8.9,7.5,8.3,250,283,1.6,3,1.5,2.75,2,2,22,94,2019
LAKE,MADHYA PRADESH,18,29,7.8,8.7,7.3,8.5,178,2328,1.3,2.8,0.16,3.56,2,2,70,210,2019
LAKE,MADHYA PRADESH,13,27,4.5,8,7.3,9.6,149,666,1.2,2.3,0,0.86,2,2,BDL,48,2019
LAKE,MADHYA PRADESH,17,29,6.4,8.6,7.4,8.6,271,690,0.9,1.9,0.47,3.23,2,2,39,63,2019
LAKE,MADHYA PRADESH,18.1,28.9,6.6,7.6,7.1,8.2,319,596,2,4.4,0.22,1.81,2,39,BDL,540,2019
LAKE,MADHYA PRADESH,18,32.1,6.4,7.5,7.3,8.3,350,642,2,5.2,0.29,2.61,2,48,BDL,540,2019
LAKE,MADHYA PRADESH,18,32,6.8,7.2,7.3,8.4,224,362,0.9,1.2,0,0.46,2,2,2,24,2019
POND,MADHYA PRADESH,22,26,6.8,7.1,7.5,8.1,318,746,0.2,2,0,1.16,2,36,46,70,2019
POND,MADHYA PRADESH,22,22,6.8,7.7,7.2,7.9,210,296,1.8,2.2,0,0.77,2,6,25,63,2019
POND,MADHYA PRADESH,17,30.1,6.4,7.1,7.1,8.4,340,853,3.2,5.4,0.2,2,2,240,BDL,1100,2019
POND,MADHYA PRADESH,18,32.5,4.8,7.9,6.8,8.6,352,4620,2.1,13,0.28,3.64,2,350,BDL,1600,2019
POND,MADHYA PRADESH,13.9,35.9,6.1,8,7.3,7.8,320,4870,2.2,4,0.25,2,2,120,BDL,540,2019
POND,MADHYA PRADESH,19,26,6,6.9,7.1,8.4,278,974,1.4,3.8,0,4.29,2,2,84,170,2019
POND,MADHYA PRADESH,21,35,6,7.2,7.3,8.2,249,382,1,1.5,0.21,0.49,2,4,20,39,2019
POND,MADHYA PRADESH,20,40,6.2,7.6,7.2,7.6,130,580,1.6,2,0,0.8,2,2,11,21,2019
POND,MADHYA PRADESH,15.8,27.9,6.2,8.2,7.3,8.3,239,796,2.2,7.2,0,2,2,140,BDL,430,2019
POND,MADHYA PRADESH,14,35.8,6.4,7.5,7.3,8.1,290,512,2.2,4.8,0.34,1.6,2,84,BDL,430,2019
POND,MADHYA PRADESH,18,29,4.5,7.6,7.1,8.7,301,529,0.8,1.8,0.03,1.13,2,2,32,60,2019
POND,MADHYA PRADESH,18,28,6.6,7.9,7.5,8.9,258,656,1,1.9,0.18,2.82,2,2,40,63,2019
TANK,MADHYA PRADESH,16.1,29.9,7.2,8.1,7.2,8.3,233,3370,1.4,1.9,0.34,1.6,2,10,BDL,41,2019
LAKE,MANIPUR,15,29,6.5,7.9,6.9,7.4,26,358,2.5,4.3,0.02,0.03,2,5,25,200,2019
LAKE,MANIPUR,15,29,7.1,8.2,6.9,7.8,130,2442,2.2,4.5,0.03,0.03,2,55,20,90,2019
LAKE,MANIPUR,15,29,5.2,8.1,6.9,7.5,120,347,2.5,3.6,0.02,0.03,2,10,15,120,2019
LAKE,MANIPUR,16,28,5.8,7.7,7.2,7.5,150,411,2.2,3.8,0.02,0.03,2,2,10,100,2019
LAKE,MANIPUR,16,28.2,4.4,8.2,7,7.5,105,3405,2.1,4.7,0.02,0.03,2,15,20,280,2019
POND,MANIPUR,16,28,6.4,8.1,6.7,7.5,201,311,2.9,3.8,0.03,0.03,2,45,20,142,2019
POND,MANIPUR,16,29,6.1,7.9,7.1,7.6,167,297,2.5,26,0,0.03,2,15,40,185,2019
POND,MANIPUR,16,29,5.1,8.1,6.7,7.5,51,430,2.4,4.1,0.02,0.03,2,25,45,130,2019
POND,MANIPUR,16,28.8,6.8,8.1,6.4,7.4,220,334,2.7,3.8,0.02,0.03,2,20,30,120,2019
POND,MANIPUR,18,29,4.5,7.3,7.1,7.5,210,451,1.5,3.4,0.03,0.03,2,15,30,70,2019
POND,MANIPUR,19,29,6.8,7.8,7.1,7.6,142,3315,2.7,3.8,0.02,0.03,2,10,20,170,2019
POND,MANIPUR,19,31,7.1,7.9,6.9,7.8,91,311,2.4,4.1,0.02,0.03,2,20,45,150,2019
POND,MANIPUR,19,30,6.9,8.1,7.1,7.6,75,2552,2.6,3.9,0.02,0.03,2,20,35,55,2019
POND,MANIPUR,18,29,6.4,8.2,6.7,7.6,120,407,2.4,3.4,0.02,0.03,2,25,15,80,2019
POND,MANIPUR,20,29,4.8,7.4,7.1,7.9,242,550,2.2,3.3,0.03,0.03,2,25,60,140,2019
POND,MANIPUR,18,29,5.4,7.2,7,7.9,249,463,2.1,3.2,0.02,0.03,2,5,95,200,2019
POND,MANIPUR,19,31,5.9,7.1,6.8,7.6,41,476,2.8,3.6,0.02,0.03,2,55,50,495,2019
POND,MANIPUR,18,31,4,7.4,6.8,8.8,345,600,2.2,3.6,0.03,0.03,2,50,65,525,2019
LAKE,MEGHALAYA,15,25,5.4,6.8,7,7.5,81,133,5.2,8.4,0.33,1.52,540,2700,1400,4900,2019
LAKE,MEGHALAYA,11,19,6.2,7.4,6.9,7.6,137,158,3.8,4.8,0.25,0.83,240,2200,630,4800,2019
LAKE,MEGHALAYA,12,23,6.6,7.5,6.8,7.2,38,59,1.4,2,0.26,0.71,12,33,84,240,2019
LAKE,MEGHALAYA,15,24,4.2,5.9,6.9,7.5,93,182,6,9.5,0.39,1.7,790,2700,1500,5800,2019
LAKE,MEGHALAYA,15,25,5.7,6.8,7.2,8.0,85,135,5,8.1,0.36,1.61,410,2700,1100,4700,2019
LAKE,MEGHALAYA,16,24,5.2,7,7.1,8.1,90,140,5.2,8.8,0.25,1.26,580,2400,1200,6300,2019
LAKE,MEGHALAYA,16,32,6.5,7.7,6.8,7.6,62,83,1.5,2.3,0.25,0.46,21,47,110,280,2019
LAKE,ODISHA,20,30,6.4,8.4,6.6,8.2,1606,44390,0.8,2.2,0.2,1.24,20,1700,78,3500,2019
LAKE,ODISHA,17,36,4.9,8.1,6.6,8.4,80,234,0.8,2.1,0.11,0.98,20,3500,170,5400,2019
LAKE,ODISHA,13,28,6.2,8.5,7.4,8.4,9842,32150,1.2,2.5,0.13,4.5,2,1100,BDL,4900,2019
LAKE,ODISHA,14,28,3.5,10,6.7,8.4,364,1385,1.8,6.6,0.12,1.31,BDL,3500,BDL,5400,2019
LAKE,ODISHA,18,37,5.6,7.9,6.6,8.0,104,213,0.7,1.9,0.13,1.15,20,1400,490,4300,2019
LAKE,ODISHA,18,37,5.2,8.6,6.5,7.8,108,203,0.3,2.8,0.11,1.49,40,4600,210,7000,2019
LAKE,ODISHA,17,37,5.6,9.2,6.6,7.8,102,215,0.6,1.9,0.12,3.15,20,3300,130,4600,2019
POND,ODISHA,17,31,5.4,10.4,6.7,8.3,334,560,1,2.9,0.02,9.86,45,54000,170,92000,2019
POND,ODISHA,20,29,2.4,11.8,7.2,8.8,707,1317,1.6,8.7,0.11,3.55,2,16000,BDL,16000,2019
POND,ODISHA,20,30,3.9,17.5,7.2,9.0,604,796,2.1,10.1,0.2,10.82,BDL,17000,BDL,54000,2019
POND,ODISHA,20,30,2.2,10.6,7.2,8.5,278,653,1.9,6.8,0.15,2.45,20,16000,78,17000,2019
POND,ODISHA,21,29,2,17.1,6.9,9.2,246,1368,2,21.6,0.19,8.95,20,2400,45,16000,2019
POND,ODISHA,22,30,2.4,15.2,7,8.5,260,576,2.7,29.9,0.13,1.9,130,16000,220,22000,2019
POND,ODISHA,20,30,6,7.6,7.2,8.4,166,434,1.4,2.4,0.16,2.34,20,1700,68,4900,2019
POND,ODISHA,21,30,3.2,10.8,7,8.7,489,1049,1.3,9.8,0.17,4.72,20,16000,78,16000,2019
LAKE,PUDUCHERRY,22,28,3.6,8.9,7.6,7.8,320,447,1.7,4.2,0.02,0.11,220,300,500,500,2019
LAKE,PUDUCHERRY,26,32,1.1,7.5,7.5,7.6,331,591,BDL,4.7,0.03,0.06,220,430,300,540,2019
LAKE,PUDUCHERRY,24,35,6.1,9,7.7,8.0,128,341,1.4,2.6,0,0.22,780,7900,14000,28000,2019
LAKE,PUNJAB,13,32,6.9,8.6,7.2,8.0,229,380,1,2.1,0.5,1,300,2700,1300,6300,2019
LAKE,PUNJAB,13,32,5.8,8.8,7.2,8.2,194,410,1,3.9,0.4,1.4,360,2100,1000,4600,2019
LAKE,PUNJAB,10,28,7.2,8.9,7.2,7.9,152,226,BDL,1,0.1,0.1,26,43,63,84,2019
LAKE,RAJASTHAN,18,24,5.8,7,2,8.7,470,780,0.7,3.04,2,3.11,11,64,64,120,2019
LAKE,RAJASTHAN,18,26,5,7.8,7.6,8.8,860,1860,3,6.8,2.14,2.8,9,150,28,460,2019
LAKE,RAJASTHAN,15,32,0.9,4.9,7.3,8.4,190,570,1.7,22.5,2.2,3.5,20,75,39,210,2019
LAKE,RAJASTHAN,18,22,5.1,8,8,8.8,480,880,1.4,2.2,1.67,2.36,11,39,75,150,2019
LAKE,RAJASTHAN,22,30,5.3,9.2,7.2,8.4,260,390,0.7,1.6,1.84,2.74,7,23,28,39,2019
LAKE,RAJASTHAN,12.5,28,4.3,6.6,7.2,8.4,230,370,0.8,3.6,1.78,3.12,9,93,28,150,2019
LAKE,RAJASTHAN,18,32,3.6,6.6,7.3,8.2,390,480,1.4,3.4,1.77,2.74,20,75,75,150,2019
LAKE,RAJASTHAN,25,26,5.6,5.9,7,7.2,150,290,0.74,1.6,1.34,1.54,7,23,14,64,2019
LAKE,RAJASTHAN,18,31,5.8,7.9,7.1,8.4,180,280,0.9,3.8,1.6,2.2,9,39,20,75,2019
LAKE,RAJASTHAN,16,22,2.5,5.7,7.7,8.5,480,650,1.2,2.76,1.7,2.37,11,93,28,240,2019
LAKE,RAJASTHAN,16,22.5,2.9,5.9,7.7,8.5,480,620,0.2,3.04,1.82,2.37,11,93,28,240,2019
LAKE,RAJASTHAN,14,22,4.5,7.5,7.6,8.4,580,1000,1.6,3.52,1.82,2.28,11,93,75,210,2019
LAKE,RAJASTHAN,16,22,6.8,7.7,7.7,8.5,510,660,0.9,2.1,1.6,2.2,11,39,28,148,2019
LAKE,RAJASTHAN,16,22,7,7.8,7.7,8.6,510,630,0.6,1.9,1.68,2.1,9,64,28,120,2019
LAKE,RAJASTHAN,13,30,3.5,5.1,7.5,8.3,640,1320,1.3,5.7,1.46,3.15,23,150,120,240,2019
LAKE,RAJASTHAN,15,27,0.5,5.3,7.9,9.0,2500,5000,5,28.2,2.21,3.12,39,240,120,460,2019
LAKE,RAJASTHAN,18,26,3.4,5.5,8,8.9,540,2100,2.1,8.4,1.14,2.28,20,240,75,460,2019
POND,RAJASTHAN,18,24,4,7.8,7.4,8.7,370,1130,1.2,3.4,1.76,2.46,9,64,28,210,2019
LAKE,TAMIL NADU,17,25,6.3,7.2,6.5,7.7,107,130,2.3,5.6,0,3.55,46,63,63,84,2019
LAKE,TAMIL NADU,16,23,4.6,7.2,6.6,7.8,5,629,0.6,8.4,0.2,19.9,170,700,390,2200,2019
LAKE,TAMIL NADU,20,27,4.7,7.1,6.7,7.9,338,561,1.3,4.8,0.03,3.87,79,680,240,1700,2019
LAKE,TAMIL NADU,21,37,4.2,6.9,7.4,8.6,288,683,0.9,12,0.08,4.38,22,220,70,540,2019
LAKE,TAMIL NADU,0,31,4,7.4,7,8.3,531,941,0,14,0,3.05,BDL,1100,BDL,9200,2019
LAKE,TAMIL NADU,29.2,31,3,7.8,6.6,8.6,420,2360,2,12,0,2.05,2,250,BDL,2790,2019
LAKE,TAMIL NADU,30,31,3,8,6.9,9.6,751,1950,2,16,0,2.8,BDL,390,BDL,2800,2019
LAKE,TAMIL NADU,24,31,3.1,6.5,6.1,8.3,24200,59500,2,9,0,3.05,2,680,BDL,930,2019
LAKE,TELANGANA,21,29,0.1,5.1,7,7.9,1080,1786,10,32,0,21,20,920,240,1600,2019
LAKE,TELANGANA,24,30,0,0.1,7.2,7.6,1360,1610,28,39,7,11.7,2,70,BDL,540,2019
LAKE,TELANGANA,25,30,4.4,6,7.2,8.3,380,444,2,4,0,9,2,8,BDL,80,2019
LAKE,TELANGANA,24,30,0,2.8,7.2,7.8,1316,1819,10,28,3.2,6,14,34,280,470,2019
LAKE,TELANGANA,25,30,BDL,2.4,6.9,7.6,1503,1759,10,26,3.02,11,22,36,320,430,2019
LAKE,TELANGANA,26,30,0,0.1,7.2,7.7,2132,2980,36,54,4.58,19,20,94,350,540,2019
LAKE,TELANGANA,25,30,5,6.7,7.3,8.1,242,340,2,3,0,2,2,2,BDL,42,2019
LAKE,TELANGANA,23,30,3.8,5.2,7,7.9,578,820,3,4,0.26,2.3,2,2,BDL,38,2019
